"","probes"
"84350","cg01906946"
"84351","cg07601068"
"84352","cg10039267"
"84353","cg08614574"
"84354","cg24183173"
"84355","cg15366127"
"84356","cg01321830"
"84357","cg03527511"
"84358","cg00261039"
"84359","cg03088756"
"84360","cg06548617"
"84361","cg24208785"
"84362","cg16153146"
"84363","cg01301326"
"84364","cg01340520"
"84365","cg11650160"
"84366","cg12775788"
"84367","cg21662807"
"84368","cg09810925"
"84369","cg16802801"
"84370","cg12360110"
"84371","cg09075063"
"84372","cg17994214"
"84373","cg01084328"
"84374","cg06231618"
"84375","cg14454549"
"84376","cg18230216"
"84377","cg22655232"
"84378","cg10194937"
"84379","ch..42854404F"
"84380","cg09005457"
"84381","cg00121904"
"84382","cg26000542"
"84383","cg11267496"
"84384","cg05313317"
"84385","cg07642259"
"84386","cg03223687"
"84387","cg06831164"
"84388","cg23223006"
"84389","cg01888389"
"84390","cg22622899"
"84391","cg11849673"
"84392","cg20950296"
"84393","cg10906138"
"84394","cg07223177"
"84395","cg09625066"
"84396","cg07654896"
"84397","cg00926894"
"84398","cg02063752"
"84399","cg19261513"
"84400","cg13794642"
"84401","cg25153755"
"84402","cg22845087"
"84403","cg05254049"
"84404","cg00170369"
"84405","cg07688234"
"84406","cg17662177"
"84407","cg24376810"
"84408","cg00965330"
"84409","cg17590101"
"84410","cg20495737"
"84411","cg02725692"
"84412","cg15771597"
"84413","cg21305413"
"84414","cg22849541"
"84415","cg00078867"
"84416","cg17732141"
"84417","cg05392989"
"84418","cg12888005"
"84419","cg21267792"
"84420","cg22946377"
"84421","cg08318837"
"84422","cg06526829"
"84423","cg06140460"
"84424","cg05858130"
"84425","cg15365038"
"84426","cg01528616"
"84427","cg10277365"
"84428","cg26985119"
"84429","cg14029629"
"84430","cg17670641"
"84431","cg05040675"
"84432","cg22655251"
"84433","cg10417559"
"84434","cg16726201"
"84435","cg15958715"
"84436","cg15840970"
"84437","cg05784594"
"84438","cg21262652"
"84439","cg03369828"
"84440","cg11146367"
"84441","cg14398372"
"84442","cg03765898"
"84443","cg19839614"
"84444","cg01970554"
"84445","cg25547772"
"84446","cg13572003"
"84447","cg02120013"
"84448","cg22627750"
"84449","cg16946997"
"84450","cg01044189"
"84451","cg20546893"
"84452","cg20931907"
"84453","cg03605858"
"84454","cg10581449"
"84455","cg00597858"
"84456","cg08697944"
"84457","cg25887010"
"84458","cg03664928"
"84459","cg15027606"
"84460","cg01809408"
"84461","cg05585317"
"84462","cg13081620"
"84463","cg22959512"
"84464","cg10779454"
"84465","cg13161621"
"84466","cg05943755"
"84467","cg16428596"
"84468","cg02896496"
"84469","cg25052176"
"84470","cg20274980"
"84471","cg00822942"
"84472","cg17385437"
"84473","cg25590811"
"84474","cg15521097"
"84475","cg13530507"
"84476","cg23834117"
"84477","cg00690049"
"84478","cg05877833"
"84479","cg01058932"
"84480","cg13897449"
"84481","cg18983126"
"84482","cg13030539"
"84483","cg16273251"
"84484","cg14772068"
"84485","cg22604777"
"84486","cg01355242"
"84487","cg05559795"
"84488","cg03610137"
"84489","cg06457357"
"84490","cg06655100"
"84491","cg06384491"
"84492","cg01460974"
"84493","cg06650847"
"84494","cg10794473"
"84495","cg08264124"
"84496","cg12322450"
"84497","cg03650842"
"84498","cg08690835"
"84499","cg01127291"
"84500","cg01560885"
"84501","cg15892676"
"84502","cg23485564"
"84503","cg11331191"
"84504","cg06300107"
"84505","cg07756708"
"84506","cg02775256"
"84507","cg03130686"
"84508","cg22957651"
"84509","cg18392465"
"84510","cg06701191"
"84511","cg19127840"
"84512","cg13716034"
"84513","cg12124912"
"84514","cg11662345"
"84515","cg13482233"
"84516","cg07198345"
"84517","cg08021299"
"84518","cg20557008"
"84519","cg06270497"
"84520","cg21994514"
"84521","cg15068728"
"84522","cg18931873"
"84523","cg24197116"
"84524","cg06539694"
"84525","cg18043690"
"84526","cg00400665"
"84527","cg24258154"
"84528","cg11825821"
"84529","cg22337892"
"84530","cg06967228"
"84531","cg24626756"
"84532","cg05666266"
"84533","cg15691129"
"84534","cg00780578"
"84535","cg17460003"
"84536","cg26617508"
"84537","cg27053580"
"84538","cg23904115"
"84539","cg22762309"
"84540","cg04391849"
"84541","cg05129588"
"84542","cg20051589"
"84543","cg24658899"
"84544","cg10729169"
"84545","cg24376537"
"84546","cg13781574"
"84547","cg13668826"
"84548","cg00348113"
"84549","cg10801213"
"84550","cg20622056"
"84551","cg01758418"
"84552","cg13857811"
"84553","cg27523218"
"84554","cg21166191"
"84555","cg00908601"
"84556","cg17388653"
"84557","cg00854963"
"84558","cg21393699"
"84559","cg09569581"
"84560","cg02769235"
"84561","cg26417435"
"84562","cg21663100"
"84563","cg03704031"
"84564","cg00960300"
"84565","cg13713253"
"84566","cg19885926"
"84567","cg20346189"
"84568","cg11932249"
"84569","cg06170215"
"84570","cg11707352"
"84571","cg00238131"
"84572","cg03761894"
"84573","cg20557017"
"84574","cg19169535"
"84575","cg18423110"
"84576","cg17498624"
"84577","cg11290635"
"84578","cg20663980"
"84579","cg01135626"
"84580","cg25988710"
"84581","cg04822167"
"84582","cg15319295"
"84583","cg15376401"
"84584","cg25943872"
"84585","cg22750044"
"84586","cg01326358"
"84587","cg22653685"
"84588","cg19666053"
"84589","cg26584771"
"84590","cg15516728"
"84591","cg03353482"
"84592","cg17509494"
"84593","cg05361475"
"84594","cg14389665"
"84595","cg11703777"
"84596","cg05264033"
"84597","cg19752540"
"84598","cg26069920"
"84599","cg03665601"
"84600","cg00813999"
"84601","cg19177332"
"84602","cg25420238"
"84603","cg10894453"
"84604","cg17560693"
"84605","cg14542503"
"84606","cg16374753"
"84607","cg03699508"
"84608","cg11236246"
"84609","cg23921534"
"84610","cg20065832"
"84611","cg01776229"
"84612","cg02055404"
"84613","cg08645737"
"84614","cg09614279"
"84615","cg19045344"
"84616","cg04704683"
"84617","cg05190630"
"84618","cg25323709"
"84619","cg08238865"
"84620","cg24387818"
"84621","cg10907112"
"84622","cg25443545"
"84623","cg07897414"
"84624","cg22090245"
"84625","cg26011713"
"84626","cg01353903"
"84627","cg03035653"
"84628","cg03598440"
"84629","cg12614912"
"84630","cg00584971"
"84631","cg01558501"
"84632","cg19481953"
"84633","cg18727700"
"84634","cg23217142"
"84635","cg20492222"
"84636","cg13517065"
"84637","cg10700483"
"84638","cg25433595"
"84639","cg03845409"
"84640","cg06409934"
"84641","cg16592242"
"84642","cg16869809"
"84643","cg13340269"
"84644","cg06879828"
"84645","cg16510657"
"84646","cg14464718"
"84647","cg13114305"
"84648","cg17654284"
"84649","cg00695046"
"84650","cg19386336"
"84651","cg01786967"
"84652","cg13248004"
"84653","cg13484245"
"84654","cg00040923"
"84655","cg01306265"
"84656","cg02626719"
"84657","cg27647594"
"84658","cg00238052"
"84659","cg07608505"
"84660","cg24707688"
"84661","cg02376524"
"84662","cg25624831"
"84663","cg15309236"
"84664","cg18470455"
"84665","cg19172265"
"84666","cg11307246"
"84667","cg02992777"
"84668","cg12584889"
"84669","cg04077363"
"84670","cg17822352"
"84671","cg04185841"
"84672","cg04769341"
"84673","cg01577745"
"84674","cg03331695"
"84675","cg16733946"
"84676","cg17547578"
"84677","cg16497626"
"84678","cg08762253"
"84679","cg14725537"
"84680","cg24974356"
"84681","cg26197836"
"84682","cg26553525"
"84683","cg12647861"
"84684","cg14353569"
"84685","cg06159667"
"84686","cg15766492"
"84687","cg11188837"
"84688","cg22952287"
"84689","cg24602572"
"84690","cg12273094"
"84691","cg08145178"
"84692","cg26180209"
"84693","cg04721883"
"84694","cg03447800"
"84695","cg09261015"
"84696","cg05777666"
"84697","cg18395615"
"84698","cg22818965"
"84699","cg08848171"
"84700","cg10474871"
"84701","cg11913917"
"84702","cg23949973"
"84703","cg21484926"
"84704","cg18617708"
"84705","cg00191903"
"84706","cg12173181"
"84707","cg21017771"
"84708","cg02590287"
"84709","cg03191149"
"84710","cg22985134"
"84711","cg12537796"
"84712","cg23278128"
"84713","cg02756511"
"84714","cg03577944"
"84715","cg03697809"
"84716","cg08689445"
"84717","cg08117103"
"84718","cg03915527"
"84719","cg21380860"
"84720","cg26954928"
"84721","cg26550835"
"84722","cg00404599"
"84723","cg07174097"
"84724","cg21990184"
"84725","cg24035953"
"84726","cg18381576"
"84727","cg10293967"
"84728","cg13082192"
"84729","cg24817502"
"84730","cg26140836"
"84731","cg20522409"
"84732","cg19846758"
"84733","cg06338119"
"84734","cg17839368"
"84735","cg05902740"
"84736","cg25125652"
"84737","cg06455967"
"84738","cg18480129"
"84739","cg09935073"
"84740","cg06778844"
"84741","cg04399994"
"84742","cg26511551"
"84743","cg10105844"
"84744","cg23140620"
"84745","cg24852779"
"84746","cg24559969"
"84747","cg00673685"
"84748","cg00735885"
"84749","cg08150745"
"84750","cg11306781"
"84751","cg03990195"
"84752","cg22680139"
"84753","cg09665904"
"84754","cg26623411"
"84755","cg26071755"
"84756","cg05772663"
"84757","cg00369477"
"84758","cg12976310"
"84759","cg10436191"
"84760","cg18139692"
"84761","cg27256435"
"84762","cg19355555"
"84763","cg10501443"
"84764","cg11657258"
"84765","cg18785414"
"84766","cg01112452"
"84767","cg12755246"
"84768","cg08822676"
"84769","cg23992130"
"84770","cg01316390"
"84771","cg27551771"
"84772","cg06761424"
"84773","cg21900692"
"84774","cg08168768"
"84775","cg26973074"
"84776","cg22474754"
"84777","cg07193309"
"84778","cg08814148"
"84779","cg17439480"
"84780","cg04602218"
"84781","cg02185190"
"84782","cg19753067"
"84783","cg08266027"
"84784","cg16967668"
"84785","cg21501064"
"84786","cg09012264"
"84787","cg07452997"
"84788","cg11771863"
"84789","cg14463725"
"84790","cg25645748"
"84791","cg04392209"
"84792","cg07749485"
"84793","cg01019600"
"84794","cg04342295"
"84795","cg11179997"
"84796","cg10786329"
"84797","cg09092713"
"84798","cg26822438"
"84799","cg03738247"
"84800","cg16712127"
"84801","cg13558151"
"84802","cg23647037"
"84803","cg05789980"
"84804","cg08760398"
"84805","cg17562247"
"84806","cg19930056"
"84807","cg04455999"
"84808","cg19523692"
"84809","cg20950932"
"84810","cg21747330"
"84811","cg06742180"
"84812","cg24882168"
"84813","cg10573235"
"84814","cg17120952"
"84815","cg03460558"
"84816","cg24447042"
"84817","cg24076965"
"84818","cg03460546"
"84819","cg00825441"
"84820","cg03455762"
"84821","cg02200373"
"84822","cg04499381"
"84823","cg22474124"
"84824","cg18275647"
"84825","cg01523763"
"84826","cg01817069"
"84827","cg26348018"
"84828","cg10535814"
"84829","cg16244634"
"84830","cg03773146"
"84831","cg04059198"
"84832","cg18535534"
"84833","cg25177692"
"84834","cg08382577"
"84835","cg00328965"
"84836","cg23987198"
"84837","cg17040469"
"84838","cg02184147"
"84839","cg07342016"
"84840","cg09413198"
"84841","cg21700475"
"84842","cg12061216"
"84843","cg00743412"
"84844","cg10646080"
"84845","cg27204474"
"84846","cg00809111"
"84847","cg09407917"
"84848","cg24813163"
"84849","cg05867448"
"84850","cg08046324"
"84851","cg17191957"
"84852","cg26563418"
"84853","cg25223408"
"84854","cg04308274"
"84855","cg04486022"
"84856","cg15364850"
"84857","cg06620299"
"84858","cg16084857"
"84859","cg07570652"
"84860","cg25729795"
"84861","cg27297105"
"84862","cg09159751"
"84863","cg25888867"
"84864","cg19566414"
"84865","cg16328412"
"84866","cg05539388"
"84867","cg05680973"
"84868","cg02120046"
"84869","cg02784144"
"84870","cg09773769"
"84871","cg12600766"
"84872","cg02442693"
"84873","cg09760728"
"84874","cg14586560"
"84875","cg11674735"
"84876","cg15848449"
"84877","cg00194519"
"84878","cg07776419"
"84879","cg18412777"
"84880","cg01807688"
"84881","cg27505047"
"84882","cg12268565"
"84883","cg10061736"
"84884","cg08580380"
"84885","cg12054337"
"84886","cg17531456"
"84887","cg22410382"
"84888","cg03423123"
"84889","cg03305185"
"84890","cg06891491"
"84891","cg06307153"
"84892","cg07419680"
"84893","cg14506716"
"84894","cg14996686"
"84895","cg05052243"
"84896","cg11906997"
"84897","cg10208654"
"84898","cg25445853"
"84899","cg14295696"
"84900","cg16101581"
"84901","cg17274142"
"84902","cg15380873"
"84903","cg00583858"
"84904","cg23907260"
"84905","cg11944101"
"84906","cg02647042"
"84907","cg17204993"
"84908","cg21649182"
"84909","cg00960898"
"84910","cg13937075"
"84911","cg25075069"
"84912","cg06223806"
"84913","cg05566296"
"84914","cg22134140"
"84915","cg26778358"
"84916","cg00158454"
"84917","cg22844669"
"84918","cg01039990"
"84919","cg26598396"
"84920","cg13699065"
"84921","cg05684200"
"84922","cg11595135"
"84923","cg03950785"
"84924","cg02492445"
"84925","cg20795578"
"84926","cg00929476"
"84927","cg17876443"
"84928","cg19534423"
"84929","cg00769064"
"84930","cg01523865"
"84931","cg17740587"
"84932","cg05559881"
"84933","cg07388156"
"84934","cg20569128"
"84935","cg10443532"
"84936","cg04593531"
"84937","cg17221316"
"84938","cg25831435"
"84939","cg02994237"
"84940","cg24489686"
"84941","cg06711837"
"84942","cg01138740"
"84943","cg16199038"
"84944","cg02629737"
"84945","cg00850648"
"84946","cg02804757"
"84947","cg00819012"
"84948","cg09475041"
"84949","cg06959635"
"84950","cg07320017"
"84951","cg15056572"
"84952","cg12358915"
"84953","cg16695688"
"84954","cg09031836"
"84955","cg21306973"
"84956","cg02847500"
"84957","cg23862713"
"84958","cg24432916"
"84959","cg09076540"
"84960","cg07681653"
"84961","cg01996723"
"84962","cg17156570"
"84963","cg19481013"
"84964","cg26961103"
"84965","cg27074837"
"84966","cg09891468"
"84967","cg16159925"
"84968","cg02457752"
"84969","cg17474651"
"84970","cg02818322"
"84971","cg19439099"
"84972","cg17928317"
"84973","cg00730224"
"84974","cg22834521"
"84975","cg09140084"
"84976","cg25651984"
"84977","cg11110686"
"84978","cg04064672"
"84979","cg15602735"
"84980","cg03793368"
"84981","cg07549474"
"84982","cg18520603"
"84983","cg12842316"
"84984","cg09541777"
"84985","cg06091035"
"84986","cg19918604"
"84987","cg16708895"
"84988","cg14533133"
"84989","cg18112785"
"84990","cg06476341"
"84991","cg10448608"
"84992","cg08291487"
"84993","cg01651728"
"84994","cg26551791"
"84995","cg05175213"
"84996","cg21377007"
"84997","cg22495120"
"84998","cg00958651"
"84999","cg04141767"
"85000","cg10559351"
"85001","cg09761247"
"85002","cg04279920"
"85003","cg23570034"
"85004","cg04995154"
"85005","cg15730931"
"85006","cg24605995"
"85007","cg06149454"
"85008","cg19212576"
"85009","cg02213813"
"85010","cg21537736"
"85011","cg25614853"
"85012","cg12546665"
"85013","cg06649626"
"85014","cg16679001"
"85015","cg06068202"
"85016","cg05259868"
"85017","cg01222180"
"85018","cg03165260"
"85019","cg21036593"
"85020","cg04941611"
"85021","cg20310902"
"85022","cg22917617"
"85023","cg00692892"
"85024","cg02915422"
"85025","cg01046746"
"85026","cg15604615"
"85027","cg23846114"
"85028","cg02814558"
"85029","cg08421550"
"85030","cg24822127"
"85031","cg04613080"
"85032","cg17032587"
"85033","cg22040303"
"85034","cg16618605"
"85035","cg16410962"
"85036","cg14107638"
"85037","cg25731337"
"85038","cg25549519"
"85039","cg13994408"
"85040","cg22597771"
"85041","cg16968020"
"85042","cg24995836"
"85043","cg12720637"
"85044","cg04069419"
"85045","cg03693842"
"85046","cg03310203"
"85047","cg27189967"
"85048","cg08341323"
"85049","cg09141697"
"85050","cg20844690"
"85051","cg09849772"
"85052","cg08812937"
"85053","cg02336026"
"85054","cg23776892"
"85055","cg13494652"
"85056","cg26414720"
"85057","cg01959381"
"85058","cg10871046"
"85059","cg17120139"
"85060","cg13817994"
"85061","cg08409066"
"85062","cg12155476"
"85063","cg13569323"
"85064","cg19431247"
"85065","cg27118658"
"85066","cg04960964"
"85067","cg21500538"
"85068","cg27394478"
"85069","cg19570406"
"85070","cg13397331"
"85071","cg15066405"
"85072","cg01912769"
"85073","cg21943052"
"85074","cg18986576"
"85075","cg24156832"
"85076","cg19253643"
"85077","cg06204009"
"85078","cg24443136"
"85079","cg15788279"
"85080","cg05047811"
"85081","cg24324483"
"85082","cg25452343"
"85083","cg05085049"
"85084","cg16213807"
"85085","cg06776257"
"85086","cg27502296"
"85087","cg09055214"
"85088","cg00177456"
"85089","cg17873414"
"85090","cg13367122"
"85091","cg14024637"
"85092","cg22903370"
"85093","cg01529679"
"85094","cg22693205"
"85095","cg02459704"
"85096","cg03350932"
"85097","cg13510429"
"85098","cg06616051"
"85099","cg12763824"
"85100","cg10320061"
"85101","cg10926623"
"85102","cg23050981"
"85103","cg15688151"
"85104","cg03274069"
"85105","cg25758314"
"85106","cg14784348"
"85107","cg11395386"
"85108","cg17123338"
"85109","cg00981643"
"85110","cg18096738"
"85111","cg14954874"
"85112","cg24187269"
"85113","cg02469604"
"85114","cg06152508"
"85115","cg13365334"
"85116","cg21153181"
"85117","cg23387422"
"85118","cg24834461"
"85119","cg10163050"
"85120","cg07195469"
"85121","cg11331769"
"85122","cg11860160"
"85123","cg19937198"
"85124","cg23396935"
"85125","cg06851753"
"85126","cg06046085"
"85127","cg05287266"
"85128","cg14013497"
"85129","cg25479128"
"85130","cg11681617"
"85131","cg16524589"
"85132","cg04070122"
"85133","cg09231482"
"85134","cg00547789"
"85135","cg10512285"
"85136","cg25631370"
"85137","cg08508335"
"85138","cg05006718"
"85139","cg01732875"
"85140","cg03858448"
"85141","cg21483929"
"85142","cg09139491"
"85143","cg16768376"
"85144","cg13005636"
"85145","cg20880234"
"85146","cg26660801"
"85147","cg16799188"
"85148","cg21271681"
"85149","cg01767631"
"85150","cg18255595"
"85151","cg10372829"
"85152","cg09169779"
"85153","cg10001845"
"85154","cg02861781"
"85155","cg09195389"
"85156","cg13528344"
"85157","cg26883974"
"85158","cg07921371"
"85159","cg03568673"
"85160","cg10395448"
"85161","cg07489869"
"85162","cg21776794"
"85163","cg25561762"
"85164","cg04908088"
"85165","cg14716095"
"85166","cg09957942"
"85167","cg20949342"
"85168","cg05438837"
"85169","cg07223180"
"85170","cg11970797"
"85171","cg19870370"
"85172","cg13993853"
"85173","cg26790132"
"85174","cg09985351"
"85175","cg23098661"
"85176","cg23969506"
"85177","cg16851046"
"85178","cg01552711"
"85179","cg27499820"
"85180","cg15800975"
"85181","cg12944572"
"85182","cg15882591"
"85183","cg16459412"
"85184","cg16274376"
"85185","cg05830425"
"85186","cg23082003"
"85187","cg13048903"
"85188","cg10467557"
"85189","cg23063374"
"85190","cg11686154"
"85191","cg08243401"
"85192","cg15265222"
"85193","cg12261451"
"85194","cg18252616"
"85195","cg14669514"
"85196","cg18721406"
"85197","cg10255858"
"85198","cg11654553"
"85199","cg13574449"
"85200","cg02899710"
"85201","cg04130988"
"85202","cg18396626"
"85203","cg00887508"
"85204","cg02416333"
"85205","cg07215518"
"85206","cg23976981"
"85207","cg18081456"
"85208","cg06485032"
"85209","cg14590149"
"85210","cg06331700"
"85211","cg16922446"
"85212","cg17718899"
"85213","cg11298246"
"85214","cg19994159"
"85215","cg11558212"
"85216","cg07783491"
"85217","cg20395040"
"85218","cg24702360"
"85219","cg06001519"
"85220","cg14217660"
"85221","cg08621473"
"85222","cg23036804"
"85223","cg07177306"
"85224","cg02858960"
"85225","cg04678336"
"85226","cg04591230"
"85227","cg16236672"
"85228","cg07165066"
"85229","cg03883555"
"85230","cg18836366"
"85231","cg07175985"
"85232","cg12242579"
"85233","cg03759993"
"85234","cg18057306"
"85235","cg11347708"
"85236","cg02268171"
"85237","cg22168205"
"85238","cg20365566"
"85239","cg02495415"
"85240","cg00766964"
"85241","cg03903831"
"85242","cg27460824"
"85243","cg05660881"
"85244","cg04446647"
"85245","cg17117459"
"85246","cg10904715"
"85247","cg10696504"
"85248","cg13793718"
"85249","cg22455128"
"85250","cg00157935"
"85251","cg08229058"
"85252","cg10507390"
"85253","cg20319765"
"85254","cg11626496"
"85255","cg20381975"
"85256","cg25794529"
"85257","cg00449798"
"85258","cg12020676"
"85259","cg14855529"
"85260","cg15145341"
"85261","cg15555095"
"85262","cg01309645"
"85263","cg00895836"
"85264","cg15510181"
"85265","cg10944097"
"85266","cg13733630"
"85267","cg18815647"
"85268","cg07920503"
"85269","cg24296626"
"85270","cg27597872"
"85271","cg06463800"
"85272","cg10983752"
"85273","cg10776186"
"85274","cg08269911"
"85275","cg00044871"
"85276","cg01782371"
"85277","cg26708235"
"85278","cg13250776"
"85279","cg02057782"
"85280","cg18836626"
"85281","cg18236477"
"85282","cg01669085"
"85283","cg12778938"
"85284","cg13537353"
"85285","cg11631158"
"85286","cg12329178"
"85287","cg25553799"
"85288","cg06215691"
"85289","cg23142799"
"85290","cg07984168"
"85291","cg01934527"
"85292","cg06897282"
"85293","cg11560654"
"85294","cg22179082"
"85295","cg05173758"
"85296","cg01773217"
"85297","cg12988276"
"85298","cg24415799"
"85299","cg05244153"
"85300","cg22822630"
"85301","cg21393619"
"85302","cg01087195"
"85303","cg14222574"
"85304","cg02981663"
"85305","cg21484547"
"85306","cg05419752"
"85307","cg23019745"
"85308","cg06774875"
"85309","cg13750474"
"85310","cg08993368"
"85311","cg11571585"
"85312","cg17352540"
"85313","cg14973588"
"85314","cg05967403"
"85315","cg14367229"
"85316","cg12598338"
"85317","cg20562678"
"85318","cg20084504"
"85319","cg13595212"
"85320","cg10975000"
"85321","cg09391032"
"85322","cg14187025"
"85323","cg25778304"
"85324","cg09337897"
"85325","cg05827312"
"85326","cg20945465"
"85327","cg08142821"
"85328","cg18229848"
"85329","cg17352152"
"85330","cg25685262"
"85331","cg03907847"
"85332","cg10782668"
"85333","cg05395403"
"85334","cg12238015"
"85335","cg03860037"
"85336","cg01622304"
"85337","cg21900495"
"85338","cg16302790"
"85339","cg24601716"
"85340","cg12815918"
"85341","cg15961466"
"85342","cg00184376"
"85343","cg06515235"
"85344","cg02991571"
"85345","cg21942770"
"85346","cg00889398"
"85347","cg15167959"
"85348","cg08100687"
"85349","cg06883496"
"85350","cg04851742"
"85351","cg05260242"
"85352","cg05426485"
"85353","cg17435560"
"85354","cg09508668"
"85355","cg03344149"
"85356","cg00782503"
"85357","cg26677584"
"85358","cg12440549"
"85359","cg01424107"
"85360","cg00130039"
"85361","cg26533717"
"85362","cg06303875"
"85363","cg02055963"
"85364","cg01499197"
"85365","cg05222982"
"85366","cg06137852"
"85367","cg11283429"
"85368","cg15427232"
"85369","cg00160183"
"85370","cg23558002"
"85371","cg20101529"
"85372","cg02645340"
"85373","cg07911080"
"85374","cg09781827"
"85375","cg13156931"
"85376","cg15332217"
"85377","cg21950155"
"85378","cg15613534"
"85379","cg26472910"
"85380","cg24454143"
"85381","cg07999090"
"85382","cg06021990"
"85383","cg03247926"
"85384","cg03662064"
"85385","cg14283783"
"85386","cg01899253"
"85387","cg11348599"
"85388","cg01049141"
"85389","cg27167642"
"85390","cg15188434"
"85391","cg08962087"
"85392","cg14909464"
"85393","cg15887927"
"85394","cg24561305"
"85395","cg06301555"
"85396","cg08931404"
"85397","cg25607361"
"85398","cg06212336"
"85399","cg09323793"
"85400","cg01010012"
"85401","cg16315060"
"85402","cg21297704"
"85403","cg00007032"
"85404","cg25157524"
"85405","cg15955521"
"85406","cg13807578"
"85407","cg23990624"
"85408","cg07268021"
"85409","cg07149992"
"85410","cg25319237"
"85411","cg00953201"
"85412","cg08347875"
"85413","cg02640104"
"85414","cg23529856"
"85415","cg07974367"
"85416","cg26767389"
"85417","cg18221341"
"85418","cg25504607"
"85419","cg21670717"
"85420","cg01333242"
"85421","cg19048950"
"85422","cg10662943"
"85423","cg12286415"
"85424","cg07735163"
"85425","cg01998047"
"85426","cg13830932"
"85427","cg01511901"
"85428","cg02733081"
"85429","cg13306478"
"85430","cg20769856"
"85431","cg08924023"
"85432","cg24690437"
"85433","cg24891133"
"85434","cg16290689"
"85435","cg10923408"
"85436","cg27420922"
"85437","cg00424169"
"85438","cg06872019"
"85439","cg23030853"
"85440","cg04506928"
"85441","cg01558215"
"85442","cg27506020"
"85443","cg12373003"
"85444","cg20718483"
"85445","cg09573371"
"85446","cg08954601"
"85447","cg00785980"
"85448","cg09716613"
"85449","cg19907326"
"85450","cg00827893"
"85451","cg04227141"
"85452","cg09115225"
"85453","cg18056695"
"85454","cg09886946"
"85455","cg02796545"
"85456","cg02441765"
"85457","cg20672059"
"85458","cg08476843"
"85459","cg14418679"
"85460","cg00946491"
"85461","cg25002179"
"85462","cg11696200"
"85463","cg23867441"
"85464","cg04895345"
"85465","cg11563844"
"85466","cg16795307"
"85467","cg15234627"
"85468","cg00121843"
"85469","cg02863856"
"85470","cg10352205"
"85471","cg06475541"
"85472","cg21150108"
"85473","ch.13.34126435R"
"85474","cg00762613"
"85475","cg12638731"
"85476","cg21392700"
"85477","cg03356172"
"85478","cg02229135"
"85479","cg05446322"
"85480","cg13003178"
"85481","cg09063173"
"85482","cg12646800"
"85483","cg01929699"
"85484","cg09605634"
"85485","cg22940789"
"85486","cg24239329"
"85487","cg23875404"
"85488","cg12369353"
"85489","cg18282455"
"85490","cg25179758"
"85491","cg09072216"
"85492","cg19866195"
"85493","cg14089714"
"85494","cg26345046"
"85495","cg03871460"
"85496","cg13711394"
"85497","cg21754388"
"85498","cg23831735"
"85499","cg07962128"
"85500","cg17215831"
"85501","cg08296176"
"85502","cg24154053"
"85503","cg14499563"
"85504","cg00370179"
"85505","cg05120331"
"85506","cg08676975"
"85507","cg05137358"
"85508","cg10158541"
"85509","cg12571423"
"85510","cg22075222"
"85511","cg24598495"
"85512","cg22788065"
"85513","cg01253033"
"85514","cg25578773"
"85515","cg18401406"
"85516","cg17906786"
"85517","cg06639332"
"85518","cg07401378"
"85519","cg24669528"
"85520","cg10319893"
"85521","cg25217100"
"85522","cg12613775"
"85523","cg00454719"
"85524","cg02985381"
"85525","cg01034396"
"85526","cg01668383"
"85527","cg04699199"
"85528","cg10343391"
"85529","cg19043800"
"85530","cg16378261"
"85531","cg00636982"
"85532","cg08149548"
"85533","cg11184569"
"85534","cg00760950"
"85535","cg24719107"
"85536","cg15071251"
"85537","cg02057391"
"85538","cg21432954"
"85539","cg20535787"
"85540","cg16409955"
"85541","cg17071063"
"85542","cg21081971"
"85543","cg24292650"
"85544","cg01112805"
"85545","cg17348791"
"85546","cg04093208"
"85547","cg01475397"
"85548","cg05664833"
"85549","cg16042652"
"85550","cg05331856"
"85551","ch.13.39564907R"
"85552","cg22902964"
"85553","cg02101876"
"85554","cg22804362"
"85555","cg27147615"
"85556","cg11510891"
"85557","cg13750802"
"85558","cg01684175"
"85559","cg09000385"
"85560","cg26611683"
"85561","cg21067652"
"85562","cg07908654"
"85563","cg09712527"
"85564","cg25745600"
"85565","cg13614181"
"85566","cg19281363"
"85567","cg03094481"
"85568","cg18495682"
"85569","cg24582934"
"85570","cg11970252"
"85571","cg21888330"
"85572","cg00692833"
"85573","cg04217496"
"85574","cg24222324"
"85575","cg24287239"
"85576","cg13975523"
"85577","cg03706954"
"85578","cg24115264"
"85579","cg00880018"
"85580","cg02099194"
"85581","cg06096913"
"85582","cg00128718"
"85583","cg18860329"
"85584","cg07409200"
"85585","cg26529044"
"85586","cg24818699"
"85587","cg02990705"
"85588","cg21020871"
"85589","cg06146977"
"85590","cg22905097"
"85591","cg03478249"
"85592","cg12138678"
"85593","cg05035143"
"85594","cg12504148"
"85595","cg14729962"
"85596","cg01403655"
"85597","cg26872968"
"85598","cg20469744"
"85599","cg22946959"
"85600","cg09438075"
"85601","cg10201400"
"85602","cg01014224"
"85603","cg00146695"
"85604","cg00423124"
"85605","cg22103266"
"85606","cg23352424"
"85607","cg14643399"
"85608","cg26620900"
"85609","cg00886387"
"85610","cg19190762"
"85611","cg10230591"
"85612","cg06858562"
"85613","cg04308040"
"85614","cg01226614"
"85615","cg22667178"
"85616","cg05873889"
"85617","cg06807397"
"85618","cg03097389"
"85619","cg17600231"
"85620","cg04671914"
